address,city,density(sq mi),income(USD),price(USD),age,bds,ba,sqft,state,url,city_wiki,text
1022 S 115th St,SEATTLE,8398,,199500,65,2,2,940,WA,https://www.zillow.com/homedetails/1022-S-115th-St-Seattle-WA-98168/48868430_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
2101 NE 88th St,Seattle,8398,,598880,0,3,3,1470,WA,https://www.zillow.com/homedetails/2101-NE-88th-St-Seattle-WA-98115/2085600617_zpid/,"https://en.wikipedia.org/wiki/Seattle,_WA","Another boom began as the city emerged from the Great Recession which commenced when Amazon.com moved its headquarters from North Beacon Hill to South Lake Union. This initiated a historic construction boom which resulted in the completion of almost 10,000 apartments in Seattle in 2017, which is more than any previous year and nearly twice as many as were built in 2016.[71][72] Beginning in 2010, and for the next five years, Seattle gained an average of 14,511 residents per year, with the growth strongly skewed toward the center of the city,[73] as unemployment dropped from roughly 9 percent to 3.6 percent.[74] The city has found itself ""bursting at the seams"", with over 45,000 households spending more than half their income on housing and at least 2,800 people homeless, and with the country's sixth-worst rush hour traffic.[74]"
1108 W 13th Ave,SPOKANE,3526,42274,259900,112,3,2,2282,WA,https://www.zillow.com/homedetails/1108-W-13th-Ave-Spokane-WA-99204/23521131_zpid/,"https://en.wikipedia.org/wiki/Spokane,_WA","According to the American Community Survey, the median income for a household in Spokane in 2012 was $42,274, and the median income for a family was $50,268. Males had a median income of $42,693 and females had a median income of $34,795. The per capita income for the city was $24,034. About 13.3% of families and 18.7% of the population were below the poverty line, including 23.8% of those under the age of 18 and 10.8% of those aged 65 and older.[3]"
2503 W Cleveland Ave,SPOKANE,3526,42274,235000,79,3,2,1808,WA,https://www.zillow.com/homedetails/2503-W-Cleveland-Ave-Spokane-WA-99205/23480663_zpid/,"https://en.wikipedia.org/wiki/Spokane,_WA","According to the American Community Survey, the median income for a household in Spokane in 2012 was $42,274, and the median income for a family was $50,268. Males had a median income of $42,693 and females had a median income of $34,795. The per capita income for the city was $24,034. About 13.3% of families and 18.7% of the population were below the poverty line, including 23.8% of those under the age of 18 and 10.8% of those aged 65 and older.[3]"
15617 NE 12th Way,VANCOUVER,3482.4,41618,350000,24,5,3,1864,WA,https://www.zillow.com/homedetails/15617-NE-12th-Way-Vancouver-WA-98684/23282882_zpid/,"https://en.wikipedia.org/wiki/Vancouver,_WA","The median income for a household in the city was $41,618, and the median income for a family was $47,696. Males had a median income of $37,306 versus $26,940 for females. The per capita income for the city was $20,192. 9.4% of families and 12.2% of the population were below the poverty line, including 16.1% of those under the age of 18 and 8.2% of those 65 and older."
N8064 975th St,RIVER FALLS,3553.16,41184,190000,47,2,2,2236,WI,https://www.zillow.com/homedetails/N8064-975th-St-River-Falls-WI-54022/79395961_zpid/,"https://en.wikipedia.org/wiki/River_Falls,_WI","The median income for a household in the city was $41,184, and the median income for a family was $60,253. Males had a median income of $36,275 versus $27,345 for females. The per capita income for the city was $17,667. About 4.4% of families and 14.9% of the population were below the poverty line, including 6.6% of those under age 18 and 11.1% of those age 65 or over."
3005 W Kilbourn Ave,MILWAUKEE,6191,32216,5000,119,8,4,4592,WI,https://www.zillow.com/homedetails/3005-W-Kilbourn-Ave-Milwaukee-WI-53208/40469373_zpid/,"https://en.wikipedia.org/wiki/Milwaukee,_WI","The median income for a household in the city is $32,216, and the median income for a family is $37,879. Males have a median income of $32,244 versus $26,013 for females. The per capita income for the city is $16,181. 21.3% of the population and 17.4% of families are below the poverty line. In 2010, rent increased an averaged 3% for home renters in Milwaukee.[52] Out of the total population, 31.6% of those under the age of 18 and 11.0% of those 65 and older are living below the poverty line."
4117 Barby Ln,Madison,3037,41941,184900,77,3,2,1607,WI,https://www.zillow.com/homedetails/4117-Barby-Ln-Madison-WI-53704/2085521098_zpid/,"https://en.wikipedia.org/wiki/Madison,_WI","As of 2000 the median income for a household in the city was $41,941, and the median income for a family was $59,840. Males had a median income of $36,718 versus $30,551 for females. The per capita income for the city was $23,498. About 5.8% of families and 15.0% of the population were below the poverty line, including 11.4% of those under age 18 and 4.5% of those age 65 or over."
590 S Lake Shore Dr,LAKE GENEVA,1169.9,40924,14500000,10,13,16,13000,WI,https://www.zillow.com/homedetails/590-S-Lake-Shore-Dr-Lake-Geneva-WI-53147/40769824_zpid/,"https://en.wikipedia.org/wiki/Lake_Geneva,_WI","The median income for a household in the city was $40,924, and the median income for a family was $54,543. Males had a median income of $38,930 versus $25,671 for females. The per capita income for the city was $21,536. About 4.7% of families and 7.2% of the population were below the poverty line, including 9.0% of those under age 18 and 5.5% of those age 65 or over."
6226 N Highlands Ave,MADISON,3037,41941,599900,53,4,3,3106,WI,https://www.zillow.com/homedetails/6226-N-Highlands-Ave-Madison-WI-53705/55388380_zpid/,"https://en.wikipedia.org/wiki/Madison,_WI","As of 2000 the median income for a household in the city was $41,941, and the median income for a family was $59,840. Males had a median income of $36,718 versus $30,551 for females. The per capita income for the city was $23,498. About 5.8% of families and 15.0% of the population were below the poverty line, including 11.4% of those under age 18 and 4.5% of those age 65 or over."
152 W Foster St,APPLETON,3037.37,39285,124900,98,2,2,1152,WI,https://www.zillow.com/homedetails/152-W-Foster-St-Appleton-WI-54915/69769953_zpid/,"https://en.wikipedia.org/wiki/Appleton,_WI","The median income for a household in the city was $39,285, and the median income for a family was $44,097. Males had a median income of $36,459 versus $22,890 for females. The per capita income for the city was $17,478. About 7.3% of families and 9.5% of the population were below the poverty line, including 7.1% of those under age 18 and 4.8% of those age 65 or over."
440 Fairway Dr,BROOKFIELD,1399.8,76225,339900,20,3,3,1910,WI,https://www.zillow.com/homedetails/440-Fairway-Dr-Brookfield-WI-53005/40625175_zpid/,"https://en.wikipedia.org/wiki/Brookfield,_WI","The median income for a household in the city is $76,225, and the median income for a family is $83,691. Males have a median income of $62,351 versus $37,589 for females. The per capita income for the city is $37,292. 2.2 percent of the population and 1.4 percent of families are below the poverty line. Out of the total population, 2.4 percent of those under age 18 and 3.4 percent of those 65 years old and older are living below the poverty line."
303 4th St,FOND DU LAC,2285.9,41113,50990,119,5,2,2258,WI,https://www.zillow.com/homedetails/303-4th-St-Fond-Du-Lac-WI-54935/62686753_zpid/,"https://en.wikipedia.org/wiki/Fond_Du_Lac,_WI","The median income for a household in the city was $41,113, and the median income for a family was $50,341. Males had a median income of $35,682 versus $22,492 for females. The per capita income for the city was $18,996. About 4.6% of families and 7.5% of the population were below the poverty line, including 7.9% of those under age 18 and 8.9% of those age 65 or over."
1017 E Park Ridge Ave,APPLETON,3037.37,39285,189000,45,4,2,2128,WI,https://www.zillow.com/homedetails/1017-E-Park-Ridge-Ave-Appleton-WI-54911/69766226_zpid/,"https://en.wikipedia.org/wiki/Appleton,_WI","The median income for a household in the city was $39,285, and the median income for a family was $44,097. Males had a median income of $36,459 versus $22,890 for females. The per capita income for the city was $17,478. About 7.3% of families and 9.5% of the population were below the poverty line, including 7.1% of those under age 18 and 4.8% of those age 65 or over."
1539 N Cass St,MILWAUKEE,6191,32216,369900,129,4,3,3100,WI,https://www.zillow.com/homedetails/1539-N-Cass-St-Milwaukee-WI-53202/50882002_zpid/,"https://en.wikipedia.org/wiki/Milwaukee,_WI","The median income for a household in the city is $32,216, and the median income for a family is $37,879. Males have a median income of $32,244 versus $26,013 for females. The per capita income for the city is $16,181. 21.3% of the population and 17.4% of families are below the poverty line. In 2010, rent increased an averaged 3% for home renters in Milwaukee.[52] Out of the total population, 31.6% of those under the age of 18 and 11.0% of those 65 and older are living below the poverty line."
5448 S 48th St,GREENFIELD,3190.3,44230,249900,41,3,2,2745,WI,https://www.zillow.com/homedetails/5448-S-48th-St-Greenfield-WI-53220/83874805_zpid/,"https://en.wikipedia.org/wiki/Greenfield,_WI","The median income for a household in the city was $44,230, and the median income for a family was $56,272. Males had a median income of $40,056 versus $30,212 for females. The per capita income for the city was $23,755. About 3.4% of families and 4.7% of the population were below the poverty line, including 6.9% of those under age 18 and 5.0% of those age 65 or over."
3174 S 40th St,MILWAUKEE,6191,32216,205000,82,4,2,1900,WI,https://www.zillow.com/homedetails/3174-S-40th-St-Milwaukee-WI-53215/40501639_zpid/,"https://en.wikipedia.org/wiki/Milwaukee,_WI","The median income for a household in the city is $32,216, and the median income for a family is $37,879. Males have a median income of $32,244 versus $26,013 for females. The per capita income for the city is $16,181. 21.3% of the population and 17.4% of families are below the poverty line. In 2010, rent increased an averaged 3% for home renters in Milwaukee.[52] Out of the total population, 31.6% of those under the age of 18 and 11.0% of those 65 and older are living below the poverty line."
1947 S 12th St,MILWAUKEE,6191,32216,114900,127,3,2,2124,WI,https://www.zillow.com/homedetails/1947-S-12th-St-Milwaukee-WI-53204/40482931_zpid/,"https://en.wikipedia.org/wiki/Milwaukee,_WI","The median income for a household in the city is $32,216, and the median income for a family is $37,879. Males have a median income of $32,244 versus $26,013 for females. The per capita income for the city is $16,181. 21.3% of the population and 17.4% of families are below the poverty line. In 2010, rent increased an averaged 3% for home renters in Milwaukee.[52] Out of the total population, 31.6% of those under the age of 18 and 11.0% of those 65 and older are living below the poverty line."
